id,action,user_auth_token_id,client_ip,auth_token_hash,created_at,path,user_agent
615539,rotate,17866,50.83.78.7,hBRfc...,2022-02-26 18:43:01 UTC,/manifest.webmanifest,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
600579,rotate,17845,50.83.78.7,2/eDF...,2021-12-19 18:14:08 UTC,/t/using-drafts-templates/3728,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4758.10 Safari/537.36"
600700,rotate,17864,104.28.103.121,gQcan...,2021-12-20 05:06:45 UTC,/t/tip-insert-result-of-a-shortcuts-app-shortcut-in-current-draft/2666,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
574610,rotate,17038,107.117.168.102,g0WYv...,2021-09-24 00:59:05 UTC,/t/using-drafts-with-obsidian/11221,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
574611,seen token,17038,107.117.168.102,g0WYv...,2021-09-24 00:59:06 UTC,/message-bus/8f75ea5c10fc4065bed6b0b8d7f11617/poll,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
574614,generate,17044,107.117.168.102,s6IF5...,2021-09-24 01:19:29 UTC,/auth/twitter/callback,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/605.1.15 Command/3.9.0"
574615,seen token,17044,107.117.168.102,s6IF5...,2021-09-24 01:19:29 UTC,/,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/605.1.15 Command/3.9.0"
600722,rotate,17864,172.225.25.49,O+plo...,2021-12-20 09:20:49 UTC,/t/tip-publish-a-workspace-to-files-with-shortcuts/11445,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
600628,rotate,17864,104.28.104.118,zA3+4...,2021-12-19 22:04:47 UTC,/t/using-drafts-templates/3728,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
600644,rotate,17864,104.28.103.118,MSJgK...,2021-12-19 23:10:49 UTC,/t/using-drafts-templates/3728,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
574731,rotate,17044,50.83.78.7,c/4Pl...,2021-09-24 08:11:31 UTC,/u/blue/summary,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/605.1.15 Command/3.9.0"
574732,seen token,17044,50.83.78.7,c/4Pl...,2021-09-24 08:11:31 UTC,/u/Blue.json,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/605.1.15 Command/3.9.0"
574765,rotate,17038,50.83.78.7,SCDzn...,2021-09-24 10:39:18 UTC,/t/using-drafts-with-obsidian/11221,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
574766,seen token,17038,50.83.78.7,SCDzn...,2021-09-24 10:39:19 UTC,/message-bus/239c38d70eaf4d41b163b552a558b6f6/poll,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
565569,rotate,14511,172.225.204.101,n8t0i...,2021-09-05 13:42:15 UTC,/user_avatar/forums.getdrafts.com/blue/96/4923_2.png,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
606179,rotate,17864,104.28.103.118,PuNc2...,2022-01-15 04:13:14 UTC,/letter_avatar_proxy/v4/letter/a/ba8739/25.png,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
606180,rotate,17864,104.28.103.118,eeTDZ...,2022-01-15 04:14:33 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
606181,rotate,17864,104.28.103.118,E8OZe...,2022-01-15 04:15:46 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
560784,rotate,14511,104.166.200.131,IQSqc...,2021-08-23 14:05:03 UTC,/t/does-keyboard-shortcuts-cheatsheet-exists/8503,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
560785,seen token,14511,104.166.200.131,IQSqc...,2021-08-23 14:05:05 UTC,/user_avatar/forums.getdrafts.com/blue/96/4923_2.png,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
560786,seen token,14511,104.166.200.131,IQSqc...,2021-08-23 14:05:05 UTC,/letter_avatar_proxy/v4/letter/z/bbce88/60.png,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
560787,seen token,14511,104.166.200.131,IQSqc...,2021-08-23 14:05:05 UTC,/user_avatar/forums.getdrafts.com/xrch/135/3900_2.png,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
614057,rotate,17866,50.83.78.7,kGJCM...,2022-02-20 12:36:10 UTC,/manifest.webmanifest,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
600929,rotate,17864,172.225.25.48,wwdRD...,2021-12-21 11:58:40 UTC,/t/7339.json,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
614071,rotate,17866,50.83.78.7,iDBFW...,2022-02-20 14:33:27 UTC,/manifest.webmanifest,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
614077,rotate,17866,50.83.78.7,ZPBBe...,2022-02-20 14:54:09 UTC,/search,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
606229,rotate,17864,104.28.104.118,g+RDc...,2022-01-15 10:51:35 UTC,/user_avatar/forums.getdrafts.com/thegoose84/25/4975_2.png,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
614086,rotate,17866,50.83.78.7,c9mJh...,2022-02-20 15:23:57 UTC,/t/files-step-is-causing-errors/6029,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
606232,rotate,17864,104.28.104.118,RJnL5...,2022-01-15 10:55:40 UTC,/drafts/new_topic.json,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
606234,rotate,17864,104.28.104.118,VXPCE...,2022-01-15 11:19:41 UTC,/t/11933/1.json,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
608569,rotate,17864,50.83.78.7,anOiJ...,2022-01-25 04:45:54 UTC,/user_avatar/forums.getdrafts.com/blue/64/4923_2.png,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
608574,rotate,17864,50.83.78.7,Kj4Ha...,2022-01-25 05:56:23 UTC,/c/actions-sharing/9/l/latest.json,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
608576,rotate,17864,50.83.78.7,8SlNa...,2022-01-25 06:06:54 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
608578,rotate,17864,50.83.78.7,pC7Dm...,2022-01-25 06:14:17 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
608579,rotate,17864,50.83.78.7,7VXrS...,2022-01-25 06:15:17 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
578649,rotate,17038,107.117.168.183,o3cOh...,2021-10-02 16:31:30 UTC,/t/drafts-28-1-released-bug-fixes/11274,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
578650,seen token,17038,107.117.168.183,o3cOh...,2021-10-02 16:31:31 UTC,/message-bus/72208c66d1284ca18a356a6ed6906619/poll,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
614113,rotate,17866,50.83.78.7,tmLPN...,2022-02-20 17:01:08 UTC,/manifest.webmanifest,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
608617,rotate,17864,50.83.78.7,q3b0s...,2022-01-25 09:27:18 UTC,/t/toc-auto-table-of-contents-in-multimarkdown/6283,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
578682,rotate,17038,107.117.168.183,9hbu9...,2021-10-02 17:55:23 UTC,/t/share-as-markdown-file-drafts-action-directory/4309,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
578683,seen token,17038,107.117.168.183,9hbu9...,2021-10-02 17:55:24 UTC,/user_avatar/forums.getdrafts.com/actiondirectory/135/550_2.png,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
606310,rotate,17864,104.28.104.121,TpVOi...,2022-01-15 17:44:05 UTC,/notifications,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
589605,generate,17466,104.28.103.28,pCqui...,2021-11-01 05:06:47 UTC,/auth/twitter/callback,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1"
589610,rotate,17466,104.28.104.24,nbtmm...,2021-11-01 05:17:34 UTC,/topics/timings,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1"
589611,generate,17467,50.83.78.7,DSpq0...,2021-11-01 05:18:56 UTC,/auth/twitter/callback,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
589612,rotate,17466,104.28.104.24,FjkyF...,2021-11-01 05:19:12 UTC,/clicks/track,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1"
589613,rotate,17467,50.83.78.7,nStEn...,2021-11-01 05:35:27 UTC,/topics/timings,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
589614,rotate,17466,172.225.20.48,fidR6...,2021-11-01 05:45:34 UTC,/t/using-drafts-with-obsidian/11221,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1"
589617,rotate,17466,172.225.20.54,dKttQ...,2021-11-01 06:05:24 UTC,/drafts.json,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1"
589619,rotate,17467,50.83.78.7,tP+i6...,2021-11-01 06:08:54 UTC,/notifications,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
589620,rotate,17466,172.225.20.16,J/lVQ...,2021-11-01 06:17:08 UTC,/topics/timings,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1"
589621,rotate,17466,172.225.20.13,jk3iC...,2021-11-01 06:18:09 UTC,/topics/timings,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1"
612328,rotate,17864,50.83.78.7,7XGKs...,2022-02-13 09:09:29 UTC,/t/using-twitter-with-drafts/109,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15"
612330,rotate,17864,50.83.78.7,dV1uc...,2022-02-13 09:19:56 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15"
612331,rotate,17864,50.83.78.7,tE0pn...,2022-02-13 09:20:57 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15"
612333,rotate,17864,50.83.78.7,68i9w...,2022-02-13 09:26:47 UTC,/notifications,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15"
614139,rotate,17866,50.83.78.7,S1R2C...,2022-02-20 20:08:22 UTC,/t/posting-to-mastodon-from-drafts-native-action-service/12089/3,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
601130,rotate,17864,172.225.25.48,MBzPj...,2021-12-22 07:51:31 UTC,/t/using-twitter-with-drafts/109,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
601133,rotate,17864,172.225.25.48,i6ztz...,2021-12-22 08:02:10 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
601134,rotate,17864,172.225.25.48,tKRh6...,2021-12-22 08:03:10 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
589660,rotate,17466,172.225.216.81,F8KTU...,2021-11-01 11:43:57 UTC,/u/Blue.json,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1"
601136,rotate,17864,172.225.25.48,XMeDE...,2021-12-22 08:04:16 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
589662,rotate,17467,50.83.78.7,01tvB...,2021-11-01 12:09:53 UTC,/u/gebloom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
589667,rotate,17467,50.83.78.7,s9SC4...,2021-11-01 12:33:14 UTC,/presence/update,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
601141,rotate,17864,172.225.25.48,2td4R...,2021-12-22 08:29:39 UTC,/post_actions,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
589689,rotate,17467,50.83.78.7,z4EZD...,2021-11-01 13:50:51 UTC,/t/does-keyboard-shortcuts-cheatsheet-exists/8503/15,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
608727,rotate,17866,50.83.78.7,ygXXb...,2022-01-25 21:27:34 UTC,/t/using-drafts-templates/3728,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Mobile/15E148 Safari/604.1"
566103,generate,16847,104.166.200.131,YG6mh...,2021-09-06 21:18:13 UTC,/auth/twitter/callback,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36 Edg/93.0.961.38"
566104,seen token,16847,104.166.200.131,YG6mh...,2021-09-06 21:18:13 UTC,/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36 Edg/93.0.961.38"
589725,rotate,17466,104.28.103.25,4kRNU...,2021-11-01 16:47:55 UTC,/t/using-todoist-with-drafts/1845,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1"
612394,rotate,17864,50.83.78.7,nhaEI...,2022-02-13 15:04:27 UTC,/notifications,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15"
